,id,text,creator_id,created_on,language_id,activity_id,score,label
1148382,2195120,squirrel is a kind of eats nuts,26279,2009-08-19 03:56:20.360307-04,en,44.0,1.0,0
1148383,2195121,depression is a kind of economic state,26279,2009-08-19 03:56:21.521174-04,en,44.0,1.0,0
1148384,2195122,poor is a kind of economic status,26279,2009-08-19 03:56:22.530148-04,en,44.0,1.0,0
1148385,2195123,profit is a kind of economic term,26279,2009-08-19 03:56:23.440089-04,en,44.0,1.0,0
1148386,2195124,business is a kind of economic thing,26279,2009-08-19 03:56:24.381032-04,en,44.0,1.0,0
1148387,2195125,dollar is a kind of economic unit,26279,2009-08-19 03:56:26.073087-04,en,44.0,1.0,0
1148388,2195126,supply is a kind of economics,26279,2009-08-19 03:56:27.070452-04,en,44.0,1.0,0
1148389,2195127,corner is a kind of edge,26279,2009-08-19 03:56:28.068684-04,en,44.0,1.0,0
1148390,2195128,corner is a kind of edge meeting,26279,2009-08-19 03:56:28.976558-04,en,44.0,1.0,0
1148391,2195129,cake is a kind of edible,26279,2009-08-19 03:56:30.140699-04,en,44.0,1.0,0
1148392,2195130,chicken is a kind of edible bird,26279,2009-08-19 03:56:31.284717-04,en,44.0,1.0,0
1148393,2195131,chicken is a kind of edible fowl,26279,2009-08-19 03:56:32.187222-04,en,44.0,1.0,0
1148394,2195132,invention is a kind of edison idea,26279,2009-08-19 03:56:33.344871-04,en,44.0,1.0,0
1148395,2195133,learning is a kind of education,26279,2009-08-19 03:56:34.53056-04,en,44.0,1.0,0
1148396,2195134,school is a kind of education,26279,2009-08-19 03:56:35.681131-04,en,44.0,1.0,0
1148397,2195135,school is a kind of education building,26279,2009-08-19 03:56:36.940939-04,en,44.0,1.0,0
1148398,2195136,school is a kind of education institution,26279,2009-08-19 03:56:38.246328-04,en,44.0,1.0,0
1148399,2195137,school is a kind of education place,26279,2009-08-19 03:56:39.246722-04,en,44.0,1.0,0
1148400,2195138,school is a kind of educational building,26279,2009-08-19 03:56:40.447508-04,en,44.0,1.0,0
1148401,2195140,try is a kind of effort,26279,2009-08-19 03:56:43.925955-04,en,44.0,1.0,0
1148402,2195141,work is a kind of effort,26279,2009-08-19 03:56:44.791735-04,en,44.0,1.0,0
1148403,2195142,seed is a kind of egg,26279,2009-08-19 03:56:46.704628-04,en,44.0,1.0,0
1148404,2195143,chicken is a kind of egg fowl,26279,2009-08-19 03:56:47.673221-04,en,44.0,1.0,0
1148405,2195144,chicken is a kind of egg layer,26279,2009-08-19 03:56:48.643675-04,en,44.0,1.0,0
1148406,2195145,pride is a kind of egotistical sin,26279,2009-08-19 03:56:49.801956-04,en,44.0,1.0,0
1148407,2195147,theory is a kind of einstein,26279,2009-08-19 03:56:51.732092-04,en,44.0,1.0,0
1148408,2195148,or is a kind of either,26279,2009-08-19 03:56:52.701839-04,en,44.0,1.0,0
1148409,2195149,or is a kind of either something,26279,2009-08-19 03:56:53.610749-04,en,44.0,1.0,0
1148410,2275752,flexibility is a kind of elasticity,26279,2009-08-28 11:03:46.109731-04,en,44.0,1.0,0
1148411,2195150,joy is a kind of elation,26279,2009-08-19 03:56:54.568861-04,en,44.0,1.0,0
1148412,2195152,political is a kind of election,26279,2009-08-19 03:56:57.108373-04,en,44.0,1.0,0
1148413,2195154,power is a kind of electric energy,26279,2009-08-19 03:56:59.091653-04,en,44.0,1.0,0
1148414,2195155,current is a kind of electric flow,26279,2009-08-19 03:57:00.004028-04,en,44.0,1.0,0
1148415,2195156,current is a kind of electrical flow,26279,2009-08-19 03:57:00.946594-04,en,44.0,1.0,0
1148416,2195157,power is a kind of electrical measurement,26279,2009-08-19 03:57:01.990251-04,en,44.0,1.0,0
1148417,2195159,current is a kind of electricity,26279,2009-08-19 03:57:04.433684-04,en,44.0,1.0,0
1148418,2195160,power is a kind of electricity,26279,2009-08-19 03:57:06.080914-04,en,44.0,1.0,0
1148419,2195161,current is a kind of electricity charge,26279,2009-08-19 03:57:07.967023-04,en,44.0,1.0,0
1148420,2195162,current is a kind of electricity flow,26279,2009-08-19 03:57:10.498756-04,en,44.0,1.0,0
1148421,2195163,fire is a kind of element,26279,2009-08-19 03:57:11.441327-04,en,44.0,1.0,0
1148422,2195165,silver is a kind of element,26279,2009-08-19 03:57:15.064637-04,en,44.0,1.0,0
1148423,2195166,smoke is a kind of element,26279,2009-08-19 03:57:15.967934-04,en,44.0,1.0,0
1148424,2195167,tin is a kind of element,26279,2009-08-19 03:57:18.071725-04,en,44.0,1.0,0
1148425,2195168,hill is a kind of elevated land,26279,2009-08-19 03:57:19.334878-04,en,44.0,1.0,0
1148426,2195169,high is a kind of elevation,26279,2009-08-19 03:57:20.400053-04,en,44.0,1.0,0
1148427,2195170,hill is a kind of elevation,26279,2009-08-19 03:57:21.468546-04,en,44.0,1.0,0
1148428,2195171,slope is a kind of elevation,26279,2009-08-19 03:57:22.700943-04,en,44.0,1.0,0
1148429,2195172,extend is a kind of elongate,26279,2009-08-19 03:57:23.776604-04,en,44.0,1.0,0
1148430,2195173,preserve is a kind of embalming,26279,2009-08-19 03:57:24.961962-04,en,44.0,1.0,0
1148431,2195174,humiliation is a kind of embarrassment,26279,2009-08-19 03:57:26.191223-04,en,44.0,1.0,0
1148432,2195175,shame is a kind of embarrassment,26279,2009-08-19 03:57:27.77084-04,en,44.0,1.0,0
1148433,2195176,stitch is a kind of embroider,26279,2009-08-19 03:57:28.921272-04,en,44.0,1.0,0
1148434,2195177,anger is a kind of emotion,26279,2009-08-19 03:57:29.868935-04,en,44.0,1.0,0
1148435,2195178,calm is a kind of emotion,26279,2009-08-19 03:57:30.950741-04,en,44.0,1.0,0
1148436,2195179,concern is a kind of emotion,26279,2009-08-19 03:57:31.866593-04,en,44.0,1.0,0
1148437,2195180,cry is a kind of emotion,26279,2009-08-19 03:57:34.017282-04,en,44.0,1.0,0
1148438,2195181,enjoy is a kind of emotion,26279,2009-08-19 03:57:36.561215-04,en,44.0,1.0,0
1148439,2195182,envy is a kind of emotion,26279,2009-08-19 03:57:37.919243-04,en,44.0,1.0,0
1148440,2195183,fear is a kind of emotion,26279,2009-08-19 03:57:38.738925-04,en,44.0,1.0,0
1148441,2195184,glad is a kind of emotion,26279,2009-08-19 03:57:41.257637-04,en,44.0,1.0,0
1148442,2195185,happy is a kind of emotion,26279,2009-08-19 03:57:43.168043-04,en,44.0,1.0,0
1148443,2195186,hatred is a kind of emotion,26279,2009-08-19 03:57:44.907935-04,en,44.0,1.0,0
1148444,2275753,humiliation is a kind of emotion,26279,2009-08-28 11:04:55.888529-04,en,44.0,1.0,0
1148445,2195187,joy is a kind of emotion,26279,2009-08-19 03:57:45.844558-04,en,44.0,1.0,0
1148446,2195188,laugh is a kind of emotion,26279,2009-08-19 03:57:47.601328-04,en,44.0,1.0,0
1148447,2195190,love is a kind of emotion,26279,2009-08-19 03:57:50.20364-04,en,44.0,1.0,0
1148448,2195191,lust is a kind of emotion,26279,2009-08-19 03:57:54.128964-04,en,44.0,1.0,0
1148449,2195192,misery is a kind of emotion,26279,2009-08-19 03:57:55.066567-04,en,44.0,1.0,0
1148450,2195193,mood is a kind of emotion,26279,2009-08-19 03:57:56.038985-04,en,44.0,1.0,0
1148451,2195194,regret is a kind of emotion,26279,2009-08-19 03:57:56.95068-04,en,44.0,1.0,0
1148452,2195195,respect is a kind of emotion,26279,2009-08-19 03:57:57.884885-04,en,44.0,1.0,0
1148453,2195196,thrill is a kind of emotion,26279,2009-08-19 03:57:59.059707-04,en,44.0,1.0,0
1148454,2195197,upset is a kind of emotion,26279,2009-08-19 03:58:00.00649-04,en,44.0,1.0,0
1148455,2195198,cry is a kind of emotional action,26279,2009-08-19 03:58:01.019644-04,en,44.0,1.0,0
1148456,2195199,cry is a kind of emotional response,26279,2009-08-19 03:58:01.934367-04,en,44.0,1.0,0
1148457,2195200,upset is a kind of emotional state,26279,2009-08-19 03:58:02.812083-04,en,44.0,1.0,0
1148458,2195201,laugh is a kind of emotive expression,26279,2009-08-19 03:58:03.821554-04,en,44.0,1.0,0
1148459,2195202,concern is a kind of empathy,26279,2009-08-19 03:58:05.002316-04,en,44.0,1.0,0
1148460,2275754,empire is a kind of emperors kingdom,26279,2009-08-28 11:05:26.65712-04,en,44.0,1.0,0
1148461,2195203,recruit is a kind of employ,26279,2009-08-19 03:58:05.995015-04,en,44.0,1.0,0
1148462,2195204,personnel is a kind of employee,26279,2009-08-19 03:58:06.946514-04,en,44.0,1.0,0
1148463,2195205,servant is a kind of employee,26279,2009-08-19 03:58:07.837135-04,en,44.0,1.0,0
1148464,2195206,servant is a kind of employee slave,26279,2009-08-19 03:58:09.471254-04,en,44.0,1.0,0
1148465,2195207,work is a kind of employment,26279,2009-08-19 03:58:10.679406-04,en,44.0,1.0,0
1148466,2195208,nothing is a kind of emptiness,26279,2009-08-19 03:58:13.096733-04,en,44.0,1.0,0
1148467,2195209,space is a kind of emptiness,26279,2009-08-19 03:58:14.480301-04,en,44.0,1.0,0
1148468,2195210,nothing is a kind of empty,26279,2009-08-19 03:58:15.980464-04,en,44.0,1.0,0
1148469,2195211,space is a kind of empty,26279,2009-08-19 03:58:17.47964-04,en,44.0,1.0,0
1148470,2195212,pour is a kind of empty jug,26279,2009-08-19 03:58:19.112388-04,en,44.0,1.0,0
1148471,2195213,paint is a kind of enamel,26279,2009-08-19 03:58:20.290679-04,en,44.0,1.0,0
1148472,2195214,room is a kind of enclosure,26279,2009-08-19 03:58:21.556004-04,en,44.0,1.0,0
1148473,2195215,all is a kind of encompassing,26279,2009-08-19 03:58:22.764513-04,en,44.0,1.0,0
1148474,2195216,begin is a kind of end,26279,2009-08-19 03:58:24.487364-04,en,44.0,1.0,0
1148475,2195218,edge is a kind of end,26279,2009-08-19 03:58:26.98241-04,en,44.0,1.0,0
1148476,2195219,finish is a kind of end,26279,2009-08-19 03:58:28.147052-04,en,44.0,1.0,0
1148477,2195220,point is a kind of end,26279,2009-08-19 03:58:30.094186-04,en,44.0,1.0,0
1148478,2195221,rear is a kind of end,26279,2009-08-19 03:58:31.247719-04,en,44.0,1.0,0
1148479,2195223,stop is a kind of end,26279,2009-08-19 03:58:33.512099-04,en,44.0,1.0,0
1148480,2195224,top is a kind of end,26279,2009-08-19 03:58:35.084146-04,en,44.0,1.0,0
1148481,2195225,hand is a kind of end arm,26279,2009-08-19 03:58:36.341268-04,en,44.0,1.0,0
1148482,2195226,affection is a kind of endearment,26279,2009-08-19 03:58:37.475357-04,en,44.0,1.0,0
1148483,2275755,dear is a kind of endearment,26279,2009-08-28 11:06:20.743818-04,en,44.0,1.0,0
1148484,2195227,art is a kind of endeavour,26279,2009-08-19 03:58:38.418811-04,en,44.0,1.0,0
1148485,2195228,close is a kind of ending,26279,2009-08-19 03:58:39.573049-04,en,44.0,1.0,0
1148486,2195229,finish is a kind of ending,26279,2009-08-19 03:58:40.463602-04,en,44.0,1.0,0
1148487,2195230,over is a kind of ending,26279,2009-08-19 03:58:41.387102-04,en,44.0,1.0,0
1148488,2195231,infinity is a kind of endless number,26279,2009-08-19 03:58:42.385806-04,en,44.0,1.0,0
1148489,2195233,electricity is a kind of energy,26279,2009-08-19 03:58:44.899736-04,en,44.0,1.0,0
1148490,2195234,light is a kind of energy,26279,2009-08-19 03:58:45.832757-04,en,44.0,1.0,0
1148491,2195235,oil is a kind of energy,26279,2009-08-19 03:58:46.81865-04,en,44.0,1.0,0
1148492,2195236,power is a kind of energy,26279,2009-08-19 03:58:47.700656-04,en,44.0,1.0,0
1148493,2195237,spirit is a kind of energy,26279,2009-08-19 03:58:48.681113-04,en,44.0,1.0,0
1148494,2195239,law is a kind of enforcement,26279,2009-08-19 03:58:51.09802-04,en,44.0,1.0,0
1148495,2195240,propose is a kind of engagement,26279,2009-08-19 03:58:52.049683-04,en,44.0,1.0,0
1148496,2195241,propose is a kind of engagement question,26279,2009-08-19 03:58:53.037077-04,en,44.0,1.0,0
1148497,2195242,motor is a kind of engine,26279,2009-08-19 03:58:53.912115-04,en,44.0,1.0,0
1148498,2195243,country is a kind of england,26279,2009-08-19 03:58:55.607772-04,en,44.0,1.0,0
1148499,2195244,dance is a kind of enjoyable movement,26279,2009-08-19 03:58:56.650424-04,en,44.0,1.0,0
1148500,2195245,comfort is a kind of enjoyment,26279,2009-08-19 03:58:57.731162-04,en,44.0,1.0,0
1148501,2195246,dance is a kind of enjoyment,26279,2009-08-19 03:58:58.752998-04,en,44.0,1.0,0
1148502,2195247,thrill is a kind of enjoyment,26279,2009-08-19 03:59:00.114815-04,en,44.0,1.0,0
1148503,2195248,boredom is a kind of ennui,26279,2009-08-19 03:59:01.219936-04,en,44.0,1.0,0
1148504,2195249,return is a kind of enter key,26279,2009-08-19 03:59:02.222769-04,en,44.0,1.0,0
1148505,2195250,into is a kind of entering,26279,2009-08-19 03:59:03.224258-04,en,44.0,1.0,0
1148506,2195251,business is a kind of enterprise,26279,2009-08-19 03:59:04.250662-04,en,44.0,1.0,0
1148507,2195252,band is a kind of entertainment,26279,2009-08-19 03:59:07.121969-04,en,44.0,1.0,0
1148508,2195253,comedy is a kind of entertainment,26279,2009-08-19 03:59:08.657286-04,en,44.0,1.0,0
1148509,2195255,magic is a kind of entertainment,26279,2009-08-19 03:59:11.526416-04,en,44.0,1.0,0
1148510,2195256,music is a kind of entertainment,26279,2009-08-19 03:59:12.663284-04,en,44.0,1.0,0
1148511,2195257,play is a kind of entertainment,26279,2009-08-19 03:59:13.778108-04,en,44.0,1.0,0
1148512,2195259,toy is a kind of entertainment,26279,2009-08-19 03:59:17.848913-04,en,44.0,1.0,0
1148513,2195260,gate is a kind of entrance,26279,2009-08-19 03:59:18.852701-04,en,44.0,1.0,0
1148514,2195261,hall is a kind of entrance,26279,2009-08-19 03:59:19.835241-04,en,44.0,1.0,0
1148515,2195262,hall is a kind of entrance room,26279,2009-08-19 03:59:21.500155-04,en,44.0,1.0,0
1148516,2195263,soup is a kind of entree,26279,2009-08-19 03:59:22.488288-04,en,44.0,1.0,0
1148517,2195264,cover is a kind of envelope,26279,2009-08-19 03:59:23.388337-04,en,44.0,1.0,0
1148518,2195265,urban is a kind of environment,26279,2009-08-19 03:59:24.300029-04,en,44.0,1.0,0
1148519,2195266,conservation is a kind of environment policy,26279,2009-08-19 03:59:25.268976-04,en,44.0,1.0,0
1148520,2195267,disease is a kind of epidemic,26279,2009-08-19 03:59:27.171413-04,en,44.0,1.0,0
1148521,2195268,even is a kind of equal,26279,2009-08-19 03:59:28.068611-04,en,44.0,1.0,0
1148522,2275756,subtraction is a kind of equation,26279,2009-08-28 11:07:26.956218-04,en,44.0,1.0,0
1148523,2195269,horse is a kind of equine,26279,2009-08-19 03:59:29.228647-04,en,44.0,1.0,0
1148524,2195270,horse is a kind of equine creature,26279,2009-08-19 03:59:30.253537-04,en,44.0,1.0,0
1148525,2195272,age is a kind of era,26279,2009-08-19 03:59:32.821335-04,en,44.0,1.0,0
1148526,2195274,modern is a kind of era,26279,2009-08-19 03:59:34.598078-04,en,44.0,1.0,0
1148527,2275757,time is a kind of era,26279,2009-08-28 11:07:37.605231-04,en,44.0,1.0,0
1148528,2195275,love is a kind of eros,26279,2009-08-19 03:59:35.487045-04,en,44.0,1.0,0
1148529,2195276,miss is a kind of error,26279,2009-08-19 03:59:36.666072-04,en,44.0,1.0,0
1148530,2195277,freedom is a kind of escape,26279,2009-08-19 03:59:37.572798-04,en,44.0,1.0,0
1148531,2195278,blame is a kind of escape goat,26279,2009-08-19 03:59:38.548267-04,en,44.0,1.0,0
1148532,2195279,perception is a kind of esp,26279,2009-08-19 03:59:39.574122-04,en,44.0,1.0,0
1148533,2195280,water is a kind of essential liquid,26279,2009-08-19 03:59:40.541872-04,en,44.0,1.0,0
1148534,2195281,connect is a kind of establishing communication,26279,2009-08-19 03:59:43.065385-04,en,44.0,1.0,0
1148535,2195282,bar is a kind of establishment,26279,2009-08-19 03:59:43.976868-04,en,44.0,1.0,0
1148536,2195283,business is a kind of establishment,26279,2009-08-19 03:59:44.876884-04,en,44.0,1.0,0
1148537,2195284,school is a kind of establishment,26279,2009-08-19 03:59:45.754787-04,en,44.0,1.0,0
1148538,2195285,farm is a kind of estate,26279,2009-08-19 03:59:47.929331-04,en,44.0,1.0,0
1148539,2195286,respect is a kind of esteem,26279,2009-08-19 03:59:49.0144-04,en,44.0,1.0,0
1148540,2195287,guess is a kind of estimate,26279,2009-08-19 03:59:50.0848-04,en,44.0,1.0,0
1148541,2195288,culture is a kind of ethnic practices,26279,2009-08-19 03:59:51.194049-04,en,44.0,1.0,0
1148542,2195289,manner is a kind of etiquette,26279,2009-08-19 03:59:52.961437-04,en,44.0,1.0,0
1148543,2195290,joy is a kind of euphoria,26279,2009-08-19 03:59:54.140967-04,en,44.0,1.0,0
1148544,2195291,grade is a kind of evaluation,26279,2009-08-19 03:59:55.277334-04,en,44.0,1.0,0
1148545,2195292,rating is a kind of evaluation,26279,2009-08-19 03:59:56.415374-04,en,44.0,1.0,0
1148546,2195293,test is a kind of evaluation,26279,2009-08-19 03:59:57.827082-04,en,44.0,1.0,0
1148547,2195294,eight is a kind of even number,26279,2009-08-19 03:59:58.764284-04,en,44.0,1.0,0
1148548,2195295,date is a kind of evening out,26279,2009-08-19 03:59:59.767938-04,en,44.0,1.0,0
1148549,2195296,dress is a kind of evening wear,26279,2009-08-19 04:00:00.634233-04,en,44.0,1.0,0
1148550,2195297,birthday is a kind of event,26279,2009-08-19 04:00:01.954591-04,en,44.0,1.0,0
1148551,2195298,ceremony is a kind of event,26279,2009-08-19 04:00:03.592586-04,en,44.0,1.0,0
1148552,2195299,crowd is a kind of event,26279,2009-08-19 04:00:04.789323-04,en,44.0,1.0,0
1148553,2195300,effect is a kind of event,26279,2009-08-19 04:00:06.513299-04,en,44.0,1.0,0
1148554,2195303,ordinary is a kind of everyday,26279,2009-08-19 04:00:09.901177-04,en,44.0,1.0,0
1148555,2195304,ordinary is a kind of everyday thing,26279,2009-08-19 04:00:10.82758-04,en,44.0,1.0,0
1148556,2195305,all is a kind of everyone,26279,2009-08-19 04:00:11.758257-04,en,44.0,1.0,0
1148557,2195306,all is a kind of everything,26279,2009-08-19 04:00:12.742776-04,en,44.0,1.0,0
1148558,2195307,entire is a kind of everything,26279,2009-08-19 04:00:14.448818-04,en,44.0,1.0,0
1148559,2195309,testimony is a kind of evidence,26279,2009-08-19 04:00:17.015557-04,en,44.0,1.0,0
1148560,2195310,sleep is a kind of evil,26279,2009-08-19 04:00:19.249465-04,en,44.0,1.0,0
1148561,2195312,theory is a kind of evolution,26279,2009-08-19 04:00:21.256343-04,en,44.0,1.0,0
1148562,2195314,bar is a kind of exam,26279,2009-08-19 04:00:23.80135-04,en,44.0,1.0,0
1148563,2195315,test is a kind of exam,26279,2009-08-19 04:00:25.231578-04,en,44.0,1.0,0
1148564,2195316,test is a kind of examination,26279,2009-08-19 04:00:26.344659-04,en,44.0,1.0,0
1148565,2195317,poison is a kind of example arsenic,26279,2009-08-19 04:00:27.207419-04,en,44.0,1.0,0
1148566,2195318,prime is a kind of excellent meat,26279,2009-08-19 04:00:28.703791-04,en,44.0,1.0,0
1148567,2195319,waste is a kind of excess,26279,2009-08-19 04:00:29.7046-04,en,44.0,1.0,0
1148568,2195320,profit is a kind of excess money,26279,2009-08-19 04:00:30.673543-04,en,44.0,1.0,0
1148569,2195321,return is a kind of exchange,26279,2009-08-19 04:00:31.657089-04,en,44.0,1.0,0
1148570,2195322,transfer is a kind of exchange,26279,2009-08-19 04:00:32.570075-04,en,44.0,1.0,0
1148571,2195324,thrill is a kind of excitement,26279,2009-08-19 04:00:34.743998-04,en,44.0,1.0,0
1148572,2195325,thrill is a kind of exciting,26279,2009-08-19 04:00:35.721147-04,en,44.0,1.0,0
1148573,2195327,symbol is a kind of exclamation mark,26279,2009-08-19 04:00:37.653517-04,en,44.0,1.0,0
1148574,2275758,except is a kind of exclude,26279,2009-08-28 11:09:01.570896-04,en,44.0,1.0,0
1148575,2275759,except is a kind of exclusion,26279,2009-08-28 11:09:07.080205-04,en,44.0,1.0,0
1148576,2195329,adventure is a kind of excursion,26279,2009-08-19 04:00:41.188448-04,en,44.0,1.0,0
1148577,2195330,apology is a kind of excuse,26279,2009-08-19 04:00:42.335946-04,en,44.0,1.0,0
1148578,2195331,but is a kind of excuse,26279,2009-08-19 04:00:43.964893-04,en,44.0,1.0,0
1148579,2195332,reason is a kind of excuse,26279,2009-08-19 04:00:47.710207-04,en,44.0,1.0,0
1148580,2195333,hang is a kind of execution,26279,2009-08-19 04:00:59.137757-04,en,44.0,1.0,0
1148581,2195335,climb is a kind of exercise,26279,2009-08-19 04:01:11.543461-04,en,44.0,1.0,0
1148582,2195336,dance is a kind of exercise,26279,2009-08-19 04:01:16.285701-04,en,44.0,1.0,0
1148583,2195337,run is a kind of exercise,26279,2009-08-19 04:01:23.295017-04,en,44.0,1.0,0
1148584,2195338,walk is a kind of exercise,26279,2009-08-19 04:01:31.859662-04,en,44.0,1.0,0
1148585,2195339,sigh is a kind of exhalation,26279,2009-08-19 04:01:37.590189-04,en,44.0,1.0,0
1148586,2195340,smoke is a kind of exhaust,26279,2009-08-19 04:01:43.419835-04,en,44.0,1.0,0
1148587,2195341,live is a kind of exist,26279,2009-08-19 04:01:49.631771-04,en,44.0,1.0,0
1148588,2195344,sneeze is a kind of expel air,26279,2009-08-19 04:02:10.065144-04,en,44.0,1.0,0
1148589,2195346,tax is a kind of expense,26279,2009-08-19 04:02:32.669308-04,en,44.0,1.0,0
1148590,2195347,silk is a kind of expensive cloth,26279,2009-08-19 04:02:50.404067-04,en,44.0,1.0,0
1148591,2195348,silk is a kind of expensive fabric,26279,2009-08-19 04:03:04.504397-04,en,44.0,1.0,0
1148592,2195349,dream is a kind of experience,26279,2009-08-19 04:03:19.201402-04,en,44.0,1.0,0
1148593,2195350,test is a kind of experiment,26279,2009-08-19 04:03:26.528229-04,en,44.0,1.0,0
1148594,2195351,discover is a kind of exploration,26279,2009-08-19 04:03:28.269776-04,en,44.0,1.0,0
1148595,2195352,adventure is a kind of explore,26279,2009-08-19 04:03:30.892637-04,en,44.0,1.0,0
1148596,2195353,discover is a kind of explore,26279,2009-08-19 04:03:32.557473-04,en,44.0,1.0,0
1148597,2195354,discover is a kind of exploring,26279,2009-08-19 04:03:34.038137-04,en,44.0,1.0,0
1148598,2195355,bang is a kind of explosion,26279,2009-08-19 04:03:35.408581-04,en,44.0,1.0,0
1148599,2195356,sneeze is a kind of explosion,26279,2009-08-19 04:03:36.751716-04,en,44.0,1.0,0
1148600,2195357,mine is a kind of explosive,26279,2009-08-19 04:03:38.593405-04,en,44.0,1.0,0
1148601,2195358,art is a kind of expression,26279,2009-08-19 04:03:40.301265-04,en,44.0,1.0,0
1148602,2195359,cry is a kind of expression,26279,2009-08-19 04:03:41.620894-04,en,44.0,1.0,0
1148603,2195360,dance is a kind of expression,26279,2009-08-19 04:03:42.952625-04,en,44.0,1.0,0
1148604,2195362,great is a kind of expression,26279,2009-08-19 04:03:46.012395-04,en,44.0,1.0,0
1148605,2195363,laugh is a kind of expression,26279,2009-08-19 04:03:47.037316-04,en,44.0,1.0,0
1148606,2195364,music is a kind of expression,26279,2009-08-19 04:03:47.944092-04,en,44.0,1.0,0
1148607,2195365,pretty is a kind of expression,26279,2009-08-19 04:03:48.883012-04,en,44.0,1.0,0
1148608,2195366,writing is a kind of expression,26279,2009-08-19 04:03:51.948753-04,en,44.0,1.0,0
1148609,2275760,sneeze is a kind of expulsion,26279,2009-08-28 11:10:08.360211-04,en,44.0,1.0,0
1148610,2195367,branch is a kind of extension,26279,2009-08-19 04:03:53.015316-04,en,44.0,1.0,0
1148611,2195368,another is a kind of extra,26279,2009-08-19 04:03:53.985284-04,en,44.0,1.0,0
1148612,2195369,waste is a kind of extra,26279,2009-08-19 04:03:54.948764-04,en,44.0,1.0,0
1148613,2195370,affair is a kind of extra marital,26279,2009-08-19 04:03:55.920904-04,en,44.0,1.0,0
1148614,2195371,profit is a kind of extra money,26279,2009-08-19 04:03:56.828869-04,en,44.0,1.0,0
1148615,2195372,affair is a kind of extramarital,26279,2009-08-19 04:03:57.675344-04,en,44.0,1.0,0
1148616,2195373,affair is a kind of extramarital relationship,26279,2009-08-19 04:03:58.598608-04,en,44.0,1.0,0
1148617,2195374,affair is a kind of extramarital tryst,26279,2009-08-19 04:03:59.508903-04,en,44.0,1.0,0
1148618,2195376,joy is a kind of extreme happiness,26279,2009-08-19 04:04:02.443182-04,en,44.0,1.0,0
1148619,2195377,exhaustion is a kind of extremely tired,26279,2009-08-19 04:04:03.477161-04,en,44.0,1.0,0
1148620,2195378,foot is a kind of extremity,26279,2009-08-19 04:04:04.52744-04,en,44.0,1.0,0
1148621,2195379,hand is a kind of extremity,26279,2009-08-19 04:04:05.484709-04,en,44.0,1.0,0
1148622,2195381,see is a kind of eye sense,26279,2009-08-19 04:04:07.470325-04,en,44.0,1.0,0
1148623,2195382,face is a kind of eyes nose,26279,2009-08-19 04:04:08.457953-04,en,44.0,1.0,0
1148624,2195383,story is a kind of fable,26279,2009-08-19 04:04:09.351751-04,en,44.0,1.0,0
1148625,2195384,felt is a kind of fabric,26279,2009-08-19 04:04:10.729189-04,en,44.0,1.0,0
1148626,2195385,silk is a kind of fabric,26279,2009-08-19 04:04:11.705761-04,en,44.0,1.0,0
1148627,2195386,sock is a kind of fabric,26279,2009-08-19 04:04:13.001592-04,en,44.0,1.0,0
1148628,2195387,wool is a kind of fabric,26279,2009-08-19 04:04:14.154459-04,en,44.0,1.0,0
1148629,2195389,wool is a kind of fabric material,26279,2009-08-19 04:04:16.900781-04,en,44.0,1.0,0
1148630,2195390,front is a kind of facade,26279,2009-08-19 04:04:18.2073-04,en,44.0,1.0,0
1148631,2195391,social is a kind of face book,26279,2009-08-19 04:04:19.362955-04,en,44.0,1.0,0
1148632,2195392,age is a kind of face changing,26279,2009-08-19 04:04:20.646874-04,en,44.0,1.0,0
1148633,2195393,nose is a kind of face feature,26279,2009-08-19 04:04:22.411322-04,en,44.0,1.0,0
1148634,2195394,eye is a kind of face organ,26279,2009-08-19 04:04:24.558085-04,en,44.0,1.0,0
1148635,2195395,eye is a kind of face part,26279,2009-08-19 04:04:26.551804-04,en,44.0,1.0,0
1148636,2195396,nose is a kind of face part,26279,2009-08-19 04:04:28.503653-04,en,44.0,1.0,0
1148637,2275761,expression is a kind of facial emotion,26279,2009-08-28 11:11:03.235073-04,en,44.0,1.0,0
1148638,2195397,expression is a kind of facial express,26279,2009-08-19 04:04:29.772808-04,en,44.0,1.0,0
1148639,2195398,eye is a kind of facial feature,26279,2009-08-19 04:04:31.884619-04,en,44.0,1.0,0
1148640,2195399,nose is a kind of facial feature,26279,2009-08-19 04:04:34.05237-04,en,44.0,1.0,0
1148641,2195400,nose is a kind of facial item,26279,2009-08-19 04:04:37.103678-04,en,44.0,1.0,0
1148642,2195401,eye is a kind of facial organ,26279,2009-08-19 04:04:37.957356-04,en,44.0,1.0,0
1148643,2195402,nose is a kind of facial organ,26279,2009-08-19 04:04:38.809815-04,en,44.0,1.0,0
1148644,2195403,eye is a kind of facial part,26279,2009-08-19 04:04:39.65616-04,en,44.0,1.0,0
1148645,2195404,nose is a kind of facial part,26279,2009-08-19 04:04:42.189677-04,en,44.0,1.0,0
1148646,2195405,copy is a kind of facsimile,26279,2009-08-19 04:04:43.168864-04,en,44.0,1.0,0
1148647,2195406,plant is a kind of factory,26279,2009-08-19 04:04:44.20433-04,en,44.0,1.0,0
1148648,2195407,production is a kind of factory activity,26279,2009-08-19 04:04:45.177053-04,en,44.0,1.0,0
1148649,2195408,trend is a kind of fad,26279,2009-08-19 04:04:46.899884-04,en,44.0,1.0,0
